user,id
841652550394867712,0
841649083102175232,1
561637385,2
841530806313058304,3
841527955662741505,4
765771284919844864,5
841506941620830209,6
841506835177824256,7
841503593953927169,8
840744361809833987,9
3399476746,10
841490450699735040,11
807206366104420352,12
841479169070518272,13
840949552739938304,14
841462984346107904,15
841464866447712256,16
841457884995162112,17
841462452151865344,18
2328079183,19
153133928,20
841446332481040384,21
841433901268627461,22
841430231432994820,23
841356193092128773,24
37320167,25
841418310210150401,26
841407212740308992,27
841399178693505025,28
841394201505984512,29
841387691451248640,30
291711967,31
4307056233,32
841368340958453760,33
841351472403120129,34
841344615932448768,35
737735183797886977,36
2874355977,37
809142932271984641,38
841319315085373440,39
841315588488204288,40
101911732,41
841241589456478208,42
841237134224834560,43
831815290862370816,44
841205735254048768,45
1546343618,46
841164548287692800,47
841160548624543744,48
2644610650,49
803988403020763136,50
841142363087081472,51
841137671032381440,52
841122567691870209,53
841119480143060993,54
841113135457157121,55
841107254384418816,56
841097243138625536,57
841091829206413312,58
841073128998498305,59
2922042367,60
1490335669,61
841058043047604230,62
821507557198012416,63
841051684658900993,64
612248455,65
841037320321146885,66
2273104804,67
841026144208076800,68
862040456,69
841003285855260675,70
841002045553442816,71
840992406606622720,72
2367620484,73
840958183325749248,74
840956935989997568,75
840956361898901505,76
840732831605219328,77
794672785381593088,78
840928715831939072,79
2666846316,80
840819278517534720,81
840788379377651712,82
1007321046,83
1929098383,84
840760065602789377,85
238715425,86
746045021506281472,87
840695778695872512,88
840679196292710401,89
840653996457091072,90
836034876084211712,91
840651761354436608,92
4410497721,93
1126655042,94
840607403888562179,95
840600289166123008,96
3379858281,97
840588302927425537,98
840587693746712581,99
840558985380020224,100
1215763280,101
854235847,102
716051603132780544,103
840446469500997632,104
840443125445328896,105
2535809256,106
840422924708397056,107
840421317098770432,108
840419703604559872,109
759861221134852096,110
57928099,111
823656452,112
911504359,113
133618597,114
2760703816,115
813167093441036289,116
840338241316360192,117
840329494762278912,118
840327867414253568,119
841581558,120
840322484629061633,121
840314321951444999,122
840313354640080896,123
840302030015070208,124
840003792842170368,125
2206090279,126
840246525448073217,127
4756497928,128
840219868133744640,129
1610730193,130
987502021,131
2812003830,132
840188210944856065,133
21602232,134
839578300573970440,135
840066221043142657,136
840059443295404032,137
840032142214254594,138
478328416,139
840008087171928065,140
839945472018087936,141
835156519624716288,142
839974887540330496,143
839970306374729749,144
839952522332684288,145
702237908,146
256043405,147
822536262485688320,148
175549822,149
467044083,150
839774524233121796,151
839697972036321280,152
839686690469994496,153
342316141,154
2892382087,155
839573192851222534,156
839649996232347649,157
839639614818291716,158
839631101631025152,159
622118372,160
839622198797152257,161
839511772625256450,162
186617160,163
839610734170501121,164
839607445051830272,165
839601677900533760,166
2196114488,167
839590408241967107,168
839573389882843136,169
2657727258,170
447385900,171
2304084103,172
837360892396384256,173
2759357981,174
839474723071356928,175
3145366353,176
2246596712,177
713534394863067136,178
839320633888497664,179
839317444158054400,180
839317226624802817,181
839303274801025024,182
2740988511,183
839310766436139008,184
839308382406344704,185
3076249391,186
839259171870621698,187
839257890829410304,188
839251154693312512,189
839250202515005440,190
839247440243011584,191
839246169939173376,192
4591961652,193
839217597346361346,194
839217563141824512,195
839183965634326532,196
839167241157492736,197
839151086485323776,198
839150948547178498,199
839130507174690816,200
839132536131489792,201
839137227947053056,202
839124580841095168,203
1320263035,204
2422834814,205
838939579713368064,206
2617556953,207
838922394060357632,208
838910838627045376,209
838885521636065281,210
838880344958988288,211
838876356834381824,212
838874370554548225,213
838869909375418369,214
838864658090065922,215
838856076359516160,216
838854739282403328,217
15949408,218
838846875390246912,219
838842034555404291,220
69195025,221
777932850490400768,222
838595299778117633,223
838818996615065601,224
838817882381434880,225
2486945078,226
838770750861557760,227
838745280824627200,228
838746562813644800,229
838743850470551552,230
838730367356006400,231
838690400823087105,232
838629133416607744,233
987811322,234
838616693014474752,235
838610411377295361,236
838592508569522176,237
838596446739922944,238
838589945866416130,239
91228632,240
838567891695972353,241
838554898715258880,242
838549309809283072,243
838542667382423554,244
838538789375074304,245
1516507501,246
4423614379,247
838491017976369154,248
838491821701476352,249
838490985525100545,250
1434362983,251
838478479922339841,252
838476092658835458,253
766718855918018560,254
22506975,255
838458961720446976,256
838453616340058114,257
2429531523,258
838438708135280641,259
838419902897750016,260
726422376204894208,261
838412105598578689,262
830465289041145857,263
28830667,264
2887977826,265
779094372981825536,266
838343511506358272,267
838317312960790528,268
838286927090466816,269
838285525274484737,270
838272345634668544,271
838273519851081728,272
838265379621318656,273
838259765574778882,274
838211131474866176,275
838195103319605248,276
1588509409,277
838170555111063552,278
838169172119015424,279
717177427,280
838135383036551168,281
838126107186573313,282
838124616023322624,283
838113739111075840,284
636617041,285
838070528028127232,286
1135259930,287
838053958023249920,288
838042009910796290,289
837750355215679488,290
1118000275,291
838024936786579456,292
838007199335133185,293
229079497,294
2360017921,295
837904190802440194,296
837902974701576192,297
259093535,298
837874511701737474,299
337279924,300
837861731812552704,301
837860181983776768,302
837858258094292993,303
837847824477847552,304
837833379361996800,305
837827528291139585,306
837818627269218307,307
837806086111424512,308
837804659595149321,309
3002371205,310
1216691562,311
837731402980417540,312
4774034495,313
837767828254052352,314
837759016390512644,315
1646036437,316
837752845776601096,317
1360298233,318
469640929,319
834958792299261952,320
631716539,321
4850613585,322
1643322990,323
837688760032702465,324
837680247059382272,325
2964709891,326
837664454322061312,327
797660238736396288,328
837511152552701952,329
837497918806458368,330
837496100558811137,331
2217107168,332
2360390844,333
837475484757856256,334
837467902605414400,335
837469884481171456,336
837460149434474498,337
837457716901728256,338
1587721117,339
837441125241651200,340
837422711236399104,341
837417689660461057,342
837414703307567105,343
837407289715933186,344
837406194167873537,345
837404594636472323,346
61642211,347
837357553059147776,348
837350484629401600,349
837346778898911232,350
837341845231304704,351
837340944106143744,352
22761290,353
769312095431069697,354
482208235,355
837217007661641728,356
837181978193592320,357
410871904,358
837018525822828544,359
837147785417932800,360
242926974,361
837143766691680256,362
837137682916573185,363
837131753978531842,364
837130103259807745,365
837129106529615872,366
837094227230130176,367
3042725355,368
837088748923990026,369
740797698,370
780208003454758912,371
90828940,372
837064190477152260,373
837063327197069313,374
837062451426385920,375
837060288881049603,376
837054423792775179,377
1056297750,378
2412699438,379
837035123103125504,380
837031446736998402,381
837030406612520969,382
835098674464231424,383
708715072592453632,384
836985390603124736,385
808541195693596672,386
836954727548092422,387
817888648083423232,388
836948230487302145,389
836951096706871296,390
554613025,391
836919972781764608,392
836860624340676609,393
836860272379838464,394
836853347546202113,395
836834141282914304,396
836799299518361600,397
836810837029449728,398
88687102,399
836795796356022274,400
419503203,401
836781058158886916,402
836777883376967680,403
836774867898880000,404
396607103,405
2521546833,406
836751836086423552,407
836746091169210368,408
836743731302793216,409
836742200746704897,410
836034055196000262,411
836737597418385408,412
836722544094941185,413
836715914942902276,414
836711282631979009,415
836701041269878784,416
836694718901813248,417
836691708503068676,418
836690639056142336,419
836683224134856705,420
3240950637,421
836626692823269376,422
2909398707,423
836610160923586560,424
836609601990709248,425
836601025557577728,426
836596242310385664,427
836588168484900866,428
879475766,429
261691635,430
836494105240825857,431
836445088289021953,432
836441039732883456,433
765615092918616064,434
2313971899,435
836416062816206848,436
836397728343207938,437
836396006245818368,438
836393769813569537,439
448073077,440
836384788483346433,441
836382017499643904,442
954560204,443
836375762668249088,444
2569524198,445
3294079682,446
836349621047857152,447
836348073412558848,448
333668946,449
836332909023932419,450
836324436315877376,451
836318746335641601,452
836313825443971072,453
1454306378,454
836282604735328264,455
836280211348025345,456
836278608129896448,457
4751612173,458
357280298,459
836187599794487296,460
836120988769267712,461
836100818214477824,462
836087796922187776,463
1961861251,464
836086670999040000,465
715595203818741760,466
1048735135,467
836061425340645377,468
836065972570181636,469
836062658990325761,470
836061509939838978,471
836053650531299328,472
796056772410769412,473
57819023,474
836028364272058375,475
836025340682256393,476
836012578203643904,477
836012059385036800,478
835995074328657922,479
835988385101721600,480
835985448677834752,481
835976016271196160,482
719309746134646785,483
835972027391434752,484
835937483909103618,485
835939275975852032,486
835934076808802304,487
835927217737764866,488
835923853826228227,489
835909261959974913,490
835902506857287681,491
835885735068712960,492
2786492727,493
725861693155344385,494
1444932769,495
835844464258256897,496
835757019621634048,497
835751682164178944,498
835733885594058752,499
835701554405601281,500
835717354780823552,501
247586566,502
835711413037457408,503
835699746002063360,504
835680199878520833,505
835679479615918080,506
835678055716777986,507
835665330433327104,508
814928990200877057,509
835642512660398081,510
835639639117598720,511
137117556,512
835581036054605826,513
835631674977243137,514
835627949713948673,515
395896453,516
835623098862944258,517
835619897170411520,518
835619027187810305,519
835610840648794112,520
835607728143937545,521
835602023257108483,522
835591621173522432,523
3124322063,524
835581004869947392,525
835579263537459200,526
3293724688,527
835553711686565889,528
835543854216593408,529
835542680562241537,530
835541853902622722,531
835530892466585602,532
835528401196822530,533
765625117145792516,534
2752600432,535
3378085829,536
419923485,537
14993448,538
23508646,539
393003589,540
719433116,541
828219431709003776,542
4090449137,543
835313259465015296,544
1898941693,545
835287975185494017,546
835286365021446144,547
835279851523289089,548
835267230371840007,549
834820919860326400,550
835265120406237184,551
835261634272722944,552
835261675531988992,553
933142562,554
608700618,555
1549267195,556
596877104,557
835241441265844229,558
835237222114803712,559
2522270618,560
34106631,561
746863151229075461,562
409660158,563
818607394523594755,564
1029009854,565
171997257,566
835179128185843715,567
835169128679866368,568
835150535607136257,569
835134700192587777,570
1033960488,571
835122526615441408,572
835116870575525888,573
835084236252049408,574
835049939268849664,575
835029129049309184,576
